Hospital,admission_day,concurrent_admissions,signal
Gilbert Ltd,2022-08-25,1,normal
Gilbert Ltd,2023-03-20,1,normal
Gilbert Ltd,2023-09-30,1,normal
Gilbert Ltd,2024-04-01,1,normal
Gilbert PLC,2020-06-26,1,normal
"Gilbert Parker, and Lucas",2022-03-26,1,normal
"Gilbert Robinson and Moore,",2020-02-23,1,normal
"Gilbert Shannon, Smith and",2023-03-30,1,normal
"Gilbert Smith Williams, and",2019-07-27,1,normal
"Gilbert and Downs, Henderson",2020-04-12,1,normal
"Gilbert and Miller Moore,",2023-10-02,1,normal
"Gilbert and Miller Neal,",2023-03-30,1,normal
"Gilbert, Brooks Peterson and",2021-07-07,1,normal
"Gilbert, Morgan and Bowman",2024-04-24,1,normal
"Gilbert, Savage Mays and",2020-04-15,1,normal
"Gilbert, Williams Ali and",2020-09-10,1,normal
Gilbert-Adams,2020-02-01,1,normal
Gilbert-Castaneda,2024-04-21,1,normal
Gilbert-Cross,2020-08-04,1,normal
Gilbert-Daniel,2023-04-21,1,normal
Gilbert-Davis,2023-05-30,1,normal
Gilbert-Evans,2021-05-10,1,normal
Gilbert-Garcia,2020-03-19,1,normal
Gilbert-Graham,2020-10-27,1,normal
Gilbert-Hall,2022-06-13,1,normal
Gilbert-Harmon,2019-10-21,1,normal
Gilbert-Jones,2022-01-30,1,normal
Gilbert-Jordan,2023-01-22,1,normal
Gilbert-King,2024-01-04,1,normal
Gilbert-Martinez,2020-07-15,1,normal
Gilbert-Miller,2023-01-19,1,normal
Gilbert-Morales,2021-09-20,1,normal
Gilbert-Salinas,2023-04-10,1,normal
Gilbert-Simmons,2023-04-07,2,normal
Gilbert-Singleton,2022-09-28,1,normal
Giles LLC,2021-09-25,1,normal
Giles Ltd,2019-08-20,2,normal
Giles Ltd,2019-11-23,1,normal
"Giles and Barnett Ortiz,",2021-01-20,1,normal
"Giles and Morton Reyes,",2023-08-11,1,normal
"Giles and Ortega, Bowen",2019-11-11,1,normal
Giles and Sons,2020-09-30,2,normal
"Giles, Thomas and Salas",2023-07-06,1,normal
Giles-Burke,2022-05-14,1,normal
Giles-Cannon,2019-09-04,1,normal
Giles-Cortez,2023-06-02,1,normal
Giles-Gonzalez,2020-02-05,1,normal
Giles-Miller,2023-02-03,1,normal
Giles-Smith,2020-05-08,1,normal
Giles-Taylor,2022-11-11,1,normal
Giles-Wilson,2024-03-09,1,normal
Gill Group,2020-04-20,1,normal
Gill Group,2023-02-20,1,normal
Gill Inc,2021-09-03,1,normal
Gill Inc,2023-01-01,1,normal
Gill Inc,2023-02-23,1,normal
"Gill Jackson and Mccoy,",2022-02-07,1,normal
Gill Ltd,2020-02-10,2,normal
Gill Ltd,2021-05-18,1,normal
Gill Ltd,2022-08-24,1,normal
Gill PLC,2019-09-03,1,normal
Gill PLC,2021-12-13,2,normal
Gill PLC,2024-03-05,1,normal
"Gill Roberson and Davis,",2021-08-24,1,normal
"Gill Wilson Conley, and",2019-11-08,1,normal
"Gill and Cook, Rowe",2021-05-07,1,normal
"Gill and Hanson Barrett,",2023-11-24,1,normal
"Gill and Mckinney Garcia,",2020-11-08,1,normal
"Gill, Jones Hill and",2019-10-21,1,normal
"Gill, and Casey Martinez",2024-03-17,1,normal
Gill-Andrews,2019-06-06,1,normal
Gill-Franklin,2019-06-14,1,normal
Gill-Fuller,2023-11-19,1,normal
Gill-Harris,2019-07-01,1,normal
Gill-Hernandez,2021-11-24,2,normal
Gill-Holmes,2020-08-25,1,normal
Gill-Hurley,2022-07-14,1,normal
Gill-Lawrence,2020-12-03,2,normal
Gill-Munoz,2021-12-12,1,normal
Gill-Peterson,2023-09-08,1,normal
Gill-Rollins,2023-03-24,1,normal
Gill-Snyder,2023-02-06,1,normal
Gill-Stewart,2020-11-13,1,normal
Gillespie LLC,2019-10-01,1,normal
Gillespie LLC,2023-10-20,1,normal
"Gillespie and Cook Hancock,",2023-02-17,1,normal
"Gillespie, Gonzales and Blake",2022-12-10,1,normal
Gillespie-Edwards,2019-08-02,1,normal
Gillespie-Escobar,2024-03-11,1,normal
Gillespie-Lowe,2021-02-28,1,normal
Gillespie-Mason,2022-08-14,1,normal
Gillespie-Reed,2020-10-16,1,normal
Gillespie-Rogers,2020-01-25,1,normal
Gillespie-Scott,2023-10-03,1,normal
Gillespie-Zimmerman,2023-02-02,1,normal
Gilmore LLC,2020-03-08,1,normal
"Gilmore and Brown Meyer,",2022-10-21,1,normal
"Gilmore and Hernandez, Potter",2019-07-26,1,normal
"Gilmore and Ross Wheeler,",2021-08-03,1,normal
"Gilmore, Miller and Evans",2023-04-01,1,normal
Gilmore-Graham,2019-05-27,2,normal
Gilmore-Lane,2022-10-17,1,normal
Gilmore-Mills,2021-01-03,1,normal
Gilmore-Morrow,2021-09-06,1,normal
Gilmore-Richard,2019-10-04,1,normal
Gilmore-Tyler,2021-01-19,1,normal
Gilmore-Washington,2022-10-24,1,normal
Gilmore-Wilkins,2021-04-16,1,normal
Gilmore-Wright,2022-07-28,1,normal
Glass Group,2023-08-13,1,normal
Glass Inc,2023-05-22,1,normal
"Glass Jackson and Santos,",2020-06-12,1,normal
"Glass Johnson and Perez,",2023-05-04,1,normal
Glass LLC,2020-04-03,1,normal
"Glass Sandoval, and Dixon",2020-07-05,2,normal
Glass Sons and,2021-01-21,1,normal
"Glass Whitney Baker, and",2022-01-19,1,normal
"Glass and Brown, Morgan",2021-01-06,1,normal
"Glass, Dalton Noble and",2019-10-03,1,normal
"Glass, and Clark Martinez",2020-09-23,1,normal
Glass-Baker,2022-08-15,1,normal
Glass-Jones,2019-10-09,1,normal
Glass-Miller,2020-11-26,1,normal
Glass-Taylor,2022-10-01,1,normal
Glass-Williams,2021-12-30,1,normal
"Glenn Duran Kelly, and",2022-01-14,1,normal
Glenn Group,2020-08-22,1,normal
Glenn Group,2021-02-07,1,normal
"Glenn Kelly and Rodriguez,",2021-06-10,1,normal
Glenn Ltd,2023-09-24,1,normal
Glenn PLC,2019-09-13,1,normal
Glenn PLC,2019-09-23,1,normal
"Glenn, Graham and Wallace",2021-07-06,1,normal
"Glenn, and Miller Bean",2019-11-12,1,normal
Glenn-Gill,2022-01-23,1,normal
Glenn-Kim,2023-12-17,1,normal
Glenn-Lane,2019-05-15,1,normal
Glenn-Mckenzie,2020-08-31,1,normal
Glenn-Powers,2021-05-26,1,normal
Glenn-Simmons,2022-03-05,1,normal
Glover Inc,2023-06-08,1,normal
Glover Ltd,2023-01-27,1,normal
"Glover Mitchell and Bell,",2022-12-15,1,normal
"Glover Murray and Hansen,",2023-08-30,1,normal
Glover PLC,2019-09-19,1,normal
Glover PLC,2022-02-05,1,normal
"Glover Richardson, and Cochran",2021-05-18,2,normal
"Glover and Bradford Briggs,",2021-01-16,1,normal
"Glover and Fitzpatrick Clayton,",2019-09-11,2,normal
"Glover and Lopez, Page",2019-07-03,1,normal
"Glover and Marshall Carpenter,",2023-09-22,1,normal
"Glover and Oneill Miller,",2022-10-23,1,normal
"Glover, and Garcia Walton",2019-10-08,1,normal
"Glover, and Lewis Wong",2023-02-12,1,normal
Glover-Ali,2023-11-13,1,normal
Glover-Ball,2020-02-14,1,normal
Glover-Bass,2022-04-21,1,normal
Glover-Browning,2022-10-07,1,normal
Glover-Gill,2021-11-04,2,normal
Glover-Marshall,2022-09-24,1,normal
Glover-Mcgee,2023-10-06,1,normal
Glover-Pacheco,2023-12-06,1,normal
Glover-Riley,2023-10-01,1,normal
Glover-Rogers,2020-09-10,1,normal
Glover-Sawyer,2021-10-12,1,normal
Glover-Thomas,2022-03-29,1,normal
Glover-Wilson,2021-11-22,1,normal
Golden LLC,2023-02-22,2,normal
"Golden Lopez, Powell and",2021-05-15,1,normal
Golden PLC,2020-04-20,1,normal
Golden PLC,2023-08-31,1,normal
"Golden Quinn Johnson, and",2023-08-28,1,normal
"Golden and Davis Gibson,",2021-12-13,1,normal
"Golden, Phillips and Obrien",2022-03-28,1,normal
"Golden, and Jackson Franklin",2021-10-07,1,normal
"Golden, and Jackson Taylor",2023-02-19,2,normal
"Golden, and Morgan Green",2021-07-20,1,normal
Golden-Cooper,2021-10-16,1,normal
Golden-Fox,2020-07-27,1,normal
Golden-Harvey,2022-01-23,1,normal
Golden-Kidd,2020-10-23,1,normal
Golden-Phillips,2022-02-10,1,normal
Golden-Powell,2021-01-26,1,normal
Golden-Simpson,2023-04-25,1,normal
"Gomez Bell, and Wells",2022-08-06,1,normal
"Gomez Bryant, and Murphy",2023-06-18,2,normal
"Gomez Conrad, and Harvey",2019-06-28,1,normal
"Gomez Dillon Knight, and",2023-12-06,1,normal
"Gomez Flores, Lee and",2023-03-29,1,normal
"Gomez Garcia, and Davis",2023-08-14,1,normal
"Gomez Gilmore, and Lozano",2024-02-27,1,normal
Gomez Group,2019-11-02,1,normal
Gomez Group,2021-04-20,1,normal
Gomez Group,2022-09-25,1,normal
Gomez Group,2024-01-17,1,normal
"Gomez Holder, and Freeman",2019-09-30,1,normal
"Gomez Holt, Carey and",2022-02-21,1,normal
Gomez Inc,2019-06-18,1,normal
Gomez Inc,2020-06-25,1,normal
Gomez Inc,2021-08-27,1,normal
Gomez Inc,2021-10-17,1,normal
Gomez Inc,2023-03-15,1,normal
Gomez Inc,2024-03-29,2,normal
Gomez LLC,2020-06-04,1,normal
Gomez LLC,2020-07-26,1,normal
Gomez Ltd,2020-07-09,1,normal
Gomez Ltd,2023-07-16,1,normal
Gomez PLC,2019-05-29,1,normal
Gomez PLC,2021-03-18,1,normal
Gomez PLC,2022-11-28,1,normal
"Gomez Padilla and Hall,",2020-06-09,1,normal
"Gomez Ray, and Jones",2021-03-10,1,normal
"Gomez Rivera Hale, and",2023-07-27,1,normal
"Gomez Ruiz, Cardenas and",2022-05-28,1,normal
Gomez Sons and,2020-11-19,1,normal
Gomez Sons and,2024-04-08,1,normal
"Gomez Trevino, Reynolds and",2023-06-17,1,normal
"Gomez Turner, and Martinez",2023-11-13,1,normal
"Gomez Williams and Morales,",2020-11-03,1,normal
"Gomez and Espinoza, Wilson",2020-09-12,1,normal
"Gomez and Garrison Sims,",2022-06-05,2,normal
"Gomez and Gonzales, Patel",2022-10-13,1,normal
"Gomez and Harris Henry,",2021-03-24,1,normal
"Gomez and Holden, Jefferson",2019-05-14,1,normal
"Gomez and Norris Holloway,",2020-09-13,1,normal
"Gomez and Rose, Hogan",2022-04-10,1,normal
Gomez and Sons,2020-10-01,1,normal
"Gomez, Beard Colon and",2023-07-28,2,normal
"Gomez, Duncan and Chavez",2020-04-01,1,normal
"Gomez, Miller Johnson and",2021-12-28,1,normal
"Gomez, Mills Hernandez and",2022-08-20,1,normal
"Gomez, Rogers Wells and",2022-09-24,1,normal
"Gomez, Tucker Collins and",2023-02-14,1,normal
"Gomez, and Carpenter Velasquez",2023-04-19,1,normal
"Gomez, and Grant Harris",2023-05-15,1,normal
"Gomez, and Martin Smith",2020-03-12,2,normal
"Gomez, and Monroe Walter",2024-01-27,1,normal
Gomez-Baldwin,2023-03-17,1,normal
Gomez-Barker,2020-11-11,1,normal
Gomez-Barrett,2023-04-18,1,normal
Gomez-Berry,2020-11-03,1,normal
Gomez-Bradshaw,2023-01-24,1,normal
Gomez-Browning,2020-10-16,1,normal
Gomez-Chapman,2019-05-18,1,normal
Gomez-Conway,2022-11-05,1,normal
Gomez-Cook,2023-01-05,1,normal
Gomez-Cox,2021-04-06,1,normal
Gomez-Curry,2023-10-07,1,normal
Gomez-Dixon,2022-03-15,1,normal
Gomez-Elliott,2020-08-11,1,normal
Gomez-Ellis,2023-07-16,2,normal
Gomez-Espinoza,2023-04-10,1,normal
Gomez-Farmer,2024-04-08,1,normal
Gomez-Gibson,2023-07-12,1,normal
Gomez-Gilbert,2022-05-09,1,normal
Gomez-Haynes,2022-12-09,1,normal
Gomez-Hernandez,2021-10-04,1,normal
Gomez-Jones,2023-06-23,1,normal
Gomez-Khan,2022-03-11,1,normal
Gomez-Lee,2020-08-26,1,normal
Gomez-Lyons,2023-08-04,1,normal
Gomez-Mitchell,2021-07-07,2,normal
Gomez-Mitchell,2023-03-10,1,normal
Gomez-Murphy,2022-01-14,1,normal
Gomez-Olson,2023-04-20,1,normal
Gomez-Peters,2019-06-04,1,normal
Gomez-Phillips,2021-10-13,1,normal
Gomez-Robbins,2024-01-02,1,normal
Gomez-Rodriguez,2020-01-13,2,normal
Gomez-Roman,2020-06-22,1,normal
Gomez-Sampson,2020-06-07,1,normal
Gomez-Santiago,2020-12-21,1,normal
Gomez-Silva,2020-12-14,1,normal
Gomez-Smith,2022-12-09,1,normal
Gomez-Snyder,2019-11-17,1,normal
Gomez-Spencer,2021-01-15,2,normal
Gomez-Spencer,2021-12-20,1,normal
Gomez-Taylor,2021-03-08,1,normal
Gomez-Thomas,2019-06-15,1,normal
Gomez-Thompson,2023-03-09,1,normal
Gomez-Thompson,2023-11-24,1,normal
Gomez-Velez,2019-11-27,1,normal
Gomez-Welch,2022-06-13,1,normal
Gomez-Whitaker,2019-07-05,1,normal
"Gonzales Anderson Rios, and",2024-03-15,1,normal
"Gonzales Chen, Anderson and",2020-10-09,1,normal
"Gonzales Donaldson and Freeman,",2020-08-01,1,normal
"Gonzales Garcia, and Smith",2020-01-16,1,normal
"Gonzales Green, Delgado and",2022-06-07,1,normal
Gonzales Group,2019-10-14,1,normal
Gonzales Group,2022-08-19,1,normal
Gonzales Group,2023-10-02,1,normal
Gonzales Group,2023-12-07,2,normal
Gonzales Inc,2020-11-09,1,normal
Gonzales Inc,2020-12-30,1,normal
Gonzales Inc,2023-10-03,1,normal
Gonzales LLC,2019-07-11,1,normal
Gonzales LLC,2020-04-14,1,normal
Gonzales Ltd,2020-12-13,1,normal
Gonzales Ltd,2022-04-28,1,normal
Gonzales Ltd,2023-06-09,1,normal
"Gonzales Montoya, and Diaz",2020-06-25,1,normal
Gonzales PLC,2019-11-23,1,normal
"Gonzales Robertson, Cruz and",2023-01-07,1,normal
Gonzales Sons and,2023-12-30,1,normal
Gonzales Sons and,2024-04-16,1,normal
"Gonzales Warner Rogers, and",2019-08-23,1,normal
"Gonzales and Franklin, Zimmerman",2022-03-10,1,normal
"Gonzales and Huff Young,",2022-03-10,1,normal
"Gonzales and Robinson, Thompson",2023-12-28,1,normal
"Gonzales and Smith, Sweeney",2024-02-01,1,normal
Gonzales and Sons,2021-04-18,1,normal
Gonzales and Sons,2021-08-16,1,normal
Gonzales and Sons,2021-11-18,1,normal
"Gonzales, Bailey and Robinson",2021-12-28,1,normal
"Gonzales, Davis Anderson and",2021-02-07,1,normal
"Gonzales, Ellis Murphy and",2024-02-16,1,normal
"Gonzales, Lawson Wagner and",2019-10-28,1,normal
"Gonzales, Murillo and Parker",2023-07-10,1,normal
"Gonzales, Sharp Hernandez and",2022-03-19,1,normal
"Gonzales, Warner and Yoder",2021-01-10,1,normal
"Gonzales, and Melton Ashley",2020-12-01,1,normal
Gonzales-Aguilar,2022-06-30,1,normal
Gonzales-Baldwin,2021-05-20,1,normal
Gonzales-Bruce,2023-01-03,1,normal
Gonzales-Campbell,2023-10-06,2,normal
Gonzales-Chapman,2020-12-18,1,normal
Gonzales-Clay,2020-07-01,1,normal
Gonzales-Fitzpatrick,2020-10-12,1,normal
Gonzales-Haley,2020-05-19,1,normal
Gonzales-Harris,2023-04-30,1,normal
Gonzales-Hernandez,2020-12-23,1,normal
Gonzales-Hubbard,2023-07-31,1,normal
Gonzales-Lambert,2019-09-13,1,normal
Gonzales-Liu,2021-06-03,1,normal
Gonzales-Mathis,2021-08-10,2,normal
Gonzales-Morris,2022-09-26,1,normal
Gonzales-Patton,2022-05-20,1,normal
Gonzales-Ramirez,2023-05-27,1,normal
Gonzales-Reilly,2022-09-05,1,normal
Gonzales-Rodriguez,2019-08-27,1,normal
Gonzales-Snyder,2020-04-03,1,normal
Gonzales-Taylor,2022-11-13,1,normal
Gonzales-Thomas,2022-06-22,1,normal
Gonzales-Wallace,2022-05-25,2,normal
Gonzales-Walton,2023-05-28,1,normal
Gonzales-Wilkins,2020-04-18,1,normal
Gonzales-Wright,2022-07-05,1,normal
"Gonzalez Anderson Jacobson, and",2023-07-13,1,normal
"Gonzalez Anderson and Decker,",2021-11-24,1,normal
"Gonzalez Berger, and Morris",2021-01-18,1,normal
"Gonzalez Burch, and Diaz",2020-07-31,1,normal
"Gonzalez Colon and Gomez,",2022-05-15,1,normal
"Gonzalez Cooper, Burch and",2021-04-28,1,normal
"Gonzalez Crawford Reeves, and",2023-09-09,1,normal
"Gonzalez Crawford, Fuller and",2024-04-13,1,normal
"Gonzalez Franco, Garza and",2020-08-02,1,normal
"Gonzalez Garcia Jones, and",2021-05-27,1,normal
"Gonzalez Gonzalez and Martin,",2020-04-06,1,normal
"Gonzalez Green Nelson, and",2022-12-19,1,normal
Gonzalez Group,2020-04-05,1,normal
Gonzalez Group,2020-11-21,1,normal
Gonzalez Group,2021-09-01,1,normal
Gonzalez Group,2021-09-19,1,normal
Gonzalez Group,2021-09-30,1,normal
Gonzalez Group,2021-10-11,1,normal
Gonzalez Group,2023-05-01,1,normal
Gonzalez Group,2023-10-03,1,normal
"Gonzalez Harris, and Neal",2023-10-14,1,normal
"Gonzalez Hernandez and Ramos,",2024-01-20,1,normal
"Gonzalez Hudson, Rogers and",2023-12-17,1,normal
Gonzalez Inc,2019-09-21,1,normal
Gonzalez Inc,2020-01-28,1,normal
Gonzalez Inc,2020-05-03,1,normal
Gonzalez Inc,2021-10-08,1,normal
Gonzalez Inc,2022-02-04,1,normal
Gonzalez Inc,2022-03-01,1,normal
Gonzalez Inc,2023-02-17,2,normal
Gonzalez Inc,2023-11-12,1,normal
Gonzalez Inc,2024-05-01,1,normal
Gonzalez LLC,2019-06-07,1,normal
Gonzalez LLC,2020-01-11,1,normal
Gonzalez LLC,2020-10-30,1,normal
Gonzalez LLC,2021-02-25,2,normal
Gonzalez LLC,2021-08-03,1,normal
Gonzalez LLC,2021-10-28,1,normal
Gonzalez LLC,2022-02-17,1,normal
Gonzalez LLC,2022-05-16,1,normal
Gonzalez LLC,2024-03-10,1,normal
"Gonzalez Lee Dunn, and",2019-12-30,1,normal
Gonzalez Ltd,2019-05-17,1,normal
Gonzalez Ltd,2020-05-06,1,normal
Gonzalez Ltd,2021-08-17,1,normal
Gonzalez Ltd,2021-11-11,1,normal
Gonzalez Ltd,2022-03-08,1,normal
Gonzalez Ltd,2022-04-02,1,normal
Gonzalez Ltd,2024-01-20,1,normal
Gonzalez Ltd,2024-03-11,1,normal
"Gonzalez Mason Wilson, and",2021-06-22,1,normal
"Gonzalez Mason, and Ramirez",2021-06-29,1,normal
"Gonzalez Olson Garcia, and",2021-10-21,1,normal
Gonzalez PLC,2021-02-23,1,normal
Gonzalez PLC,2022-04-14,1,normal
Gonzalez PLC,2022-06-01,1,normal
Gonzalez PLC,2023-08-23,1,normal
Gonzalez PLC,2023-09-15,1,normal
Gonzalez PLC,2023-12-22,1,normal
"Gonzalez Ramirez, Johnson and",2023-12-22,1,normal
"Gonzalez Raymond and Henry,",2022-05-12,1,normal
"Gonzalez Roman, Orozco and",2024-01-23,1,normal
"Gonzalez Ross Gonzalez, and",2020-08-13,1,normal
"Gonzalez Sanchez Campbell, and",2019-05-15,1,normal
"Gonzalez Sims and Logan,",2020-04-19,2,normal
Gonzalez Sons and,2019-07-10,1,normal
Gonzalez Sons and,2019-07-13,1,normal
Gonzalez Sons and,2020-02-03,1,normal
Gonzalez Sons and,2020-08-05,1,normal
Gonzalez Sons and,2021-03-26,1,normal
Gonzalez Sons and,2023-11-28,1,normal
"Gonzalez Williams, Sanchez and",2021-05-03,1,normal
"Gonzalez Wolf Wall, and",2022-08-19,2,normal
"Gonzalez Wong, and Peterson",2022-11-03,1,normal
"Gonzalez and Bennett, Ashley",2022-06-26,1,normal
"Gonzalez and Brock, Lambert",2020-07-07,2,normal
"Gonzalez and Brown Monroe,",2024-03-17,1,normal
"Gonzalez and Huang Bowen,",2024-04-26,1,normal
"Gonzalez and Larsen, Bell",2019-06-10,1,normal
"Gonzalez and Larson Jenkins,",2021-07-08,1,normal
"Gonzalez and Lopez Smith,",2023-10-20,1,normal
"Gonzalez and Marks, Lopez",2022-09-28,1,normal
"Gonzalez and Mccormick, Andrews",2022-07-27,1,normal
"Gonzalez and Meyers, Johnson",2024-03-15,1,normal
"Gonzalez and Pearson, Robertson",2020-06-11,1,normal
"Gonzalez and Phillips, Adams",2023-03-04,1,normal
"Gonzalez and Stevens Ruiz,",2024-02-14,2,normal
"Gonzalez and Vega, Lee",2022-08-18,1,normal
"Gonzalez and Velasquez Wright,",2019-08-13,2,normal
"Gonzalez and Vincent, Powell",2024-02-11,1,normal
"Gonzalez and Webb Perez,",2024-05-04,2,normal
"Gonzalez and Young Case,",2023-04-13,1,normal
"Gonzalez, Cook Mueller and",2022-11-28,1,normal
"Gonzalez, Daniels Hahn and",2019-05-12,1,normal
"Gonzalez, James and Davis",2023-06-10,1,normal
"Gonzalez, Lambert Anderson and",2020-01-01,1,normal
"Gonzalez, Mack and Mejia",2023-10-01,1,normal
"Gonzalez, Ochoa Garcia and",2022-04-10,1,normal
"Gonzalez, Rodriguez and Jackson",2023-03-20,1,normal
"Gonzalez, Sampson and Yates",2023-01-30,1,normal
"Gonzalez, Skinner and Gonzalez",2022-12-19,1,normal
"Gonzalez, Valdez and Williams",2020-11-29,2,normal
"Gonzalez, Ward Hobbs and",2023-08-09,1,normal
"Gonzalez, White Torres and",2022-07-28,1,normal
"Gonzalez, White and Peterson",2019-09-27,1,normal
"Gonzalez, and Brown Suarez",2021-02-09,2,normal
"Gonzalez, and Cruz Roberts",2021-12-26,2,normal
"Gonzalez, and Farrell Clarke",2021-09-06,1,normal
"Gonzalez, and Glenn Greene",2019-12-05,1,normal
"Gonzalez, and Hughes Roberts",2022-07-11,1,normal
"Gonzalez, and Walters White",2021-04-13,1,normal
Gonzalez-Beasley,2023-12-07,1,normal
Gonzalez-Bishop,2022-06-25,1,normal
Gonzalez-Bright,2022-01-22,1,normal
Gonzalez-Brown,2019-09-15,1,normal
Gonzalez-Brown,2021-10-11,1,normal
Gonzalez-Buckley,2019-09-19,1,normal
Gonzalez-Burch,2019-07-01,1,normal
Gonzalez-Carter,2021-06-07,1,normal
Gonzalez-Chandler,2022-07-07,1,normal
Gonzalez-Chaney,2020-08-07,1,normal
Gonzalez-Cherry,2019-08-11,1,normal
Gonzalez-Christensen,2020-06-23,1,normal
Gonzalez-Cobb,2019-05-09,1,normal
Gonzalez-Cole,2023-02-22,1,normal
Gonzalez-Cox,2022-04-14,1,normal
Gonzalez-Cummings,2023-12-30,1,normal
Gonzalez-Diaz,2019-08-11,1,normal
Gonzalez-Edwards,2022-08-25,1,normal
Gonzalez-Espinoza,2022-08-07,1,normal
Gonzalez-Ewing,2020-02-13,1,normal
Gonzalez-Fox,2019-07-11,1,normal
Gonzalez-Franklin,2021-09-21,1,normal
Gonzalez-Garcia,2023-01-26,1,normal
Gonzalez-Gardner,2022-02-02,1,normal
Gonzalez-Gonzales,2021-08-29,1,normal
Gonzalez-Good,2019-10-07,1,normal
Gonzalez-Graves,2024-04-20,1,normal
Gonzalez-Griffith,2022-05-19,1,normal
Gonzalez-Harrison,2020-01-24,1,normal
Gonzalez-Herrera,2023-09-29,1,normal
Gonzalez-Hill,2021-01-30,1,normal
Gonzalez-Hobbs,2019-11-16,1,normal
Gonzalez-Jackson,2021-03-02,1,normal
Gonzalez-Johnson,2020-11-15,1,normal
Gonzalez-Keith,2019-08-05,1,normal
Gonzalez-Kim,2023-08-14,2,normal
Gonzalez-King,2020-02-20,1,normal
Gonzalez-King,2020-08-16,1,normal
Gonzalez-Lewis,2020-07-05,1,normal
Gonzalez-Logan,2019-10-20,2,normal
Gonzalez-Logan,2021-02-13,2,normal
Gonzalez-Long,2019-11-16,1,normal
Gonzalez-Long,2023-07-13,1,normal
Gonzalez-Maldonado,2023-10-27,1,normal
Gonzalez-Marks,2021-07-01,2,normal
Gonzalez-Martin,2021-07-24,1,normal
Gonzalez-Martinez,2022-11-15,1,normal
Gonzalez-Mcbride,2020-05-18,1,normal
Gonzalez-Mcdonald,2020-03-28,1,normal
Gonzalez-Mendoza,2020-09-10,2,normal
Gonzalez-Miller,2023-07-29,1,normal
Gonzalez-Mitchell,2023-08-23,1,normal
Gonzalez-Mora,2022-10-06,1,normal
Gonzalez-Morales,2023-08-15,1,normal
Gonzalez-Moyer,2020-08-21,1,normal
Gonzalez-Orozco,2021-03-12,1,normal
Gonzalez-Pacheco,2024-04-10,2,normal
Gonzalez-Patel,2023-07-31,1,normal
Gonzalez-Perez,2019-08-02,1,normal
Gonzalez-Perez,2022-12-19,1,normal
Gonzalez-Price,2021-04-28,1,normal
Gonzalez-Quinn,2021-09-22,1,normal
Gonzalez-Reed,2022-10-17,1,normal
Gonzalez-Roberts,2019-09-26,1,normal
Gonzalez-Salazar,2021-07-02,1,normal
Gonzalez-Salazar,2023-07-10,2,normal
Gonzalez-Smith,2020-03-28,1,normal
Gonzalez-Sullivan,2021-06-13,1,normal
Gonzalez-Taylor,2023-10-02,1,normal
Gonzalez-Torres,2019-10-12,1,normal
Gonzalez-Tucker,2021-01-20,1,normal
Gonzalez-Valdez,2023-04-11,1,normal
Gonzalez-Walton,2022-05-27,1,normal
Gonzalez-Webb,2021-05-01,1,normal
Gonzalez-Webb,2021-07-29,1,normal
Gonzalez-Weber,2020-02-08,1,normal
Gonzalez-White,2019-11-02,1,normal
Gonzalez-Williamson,2019-10-10,1,normal
Gonzalez-Willis,2021-09-02,1,normal
Gonzalez-Young,2020-06-06,1,normal
"Good Castillo, Trevino and",2020-05-20,1,normal
Good Ltd,2023-10-14,1,normal
Good PLC,2019-06-19,1,normal
Good PLC,2020-04-15,1,normal
Good PLC,2020-11-11,2,normal
"Good Perez, Anderson and",2019-06-25,1,normal
"Good Ross, Carter and",2022-08-02,2,normal
"Good and Hamilton Rosales,",2019-07-01,1,normal
"Good and Jackson Chang,",2020-10-15,1,normal
"Good and Kaufman, Williams",2020-12-22,1,normal
"Good and Robertson, Carter",2022-06-23,1,normal
Good and Sons,2022-06-20,1,normal
Good-Dean,2023-01-23,1,normal
Good-Garcia,2021-06-11,1,normal
Good-Howard,2021-09-14,1,normal
Good-Johnson,2021-08-06,2,normal
Good-Martin,2019-09-28,1,normal
Good-Sampson,2020-11-08,1,normal
Goodman Group,2019-06-13,1,normal
"Goodman Jimenez, Carter and",2023-02-14,2,normal
